"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"344","drum","àndìmə́~kə̀ndím/ɪ̀ndîmbî","kə̀ⁿdʲɪ́m~àⁿdʲìm / bìⁿdʲɪ́m","fə́kpɪ́ɲ / ḿ̩kpɪ́ɲ","fə̄kpɪ́ɲ / ḿ̩kpɪ́ɲfə́","kə̀ⁿdím/ bìⁿdím~bīⁿdǐm","kə̀ⁿtǐm/ bìⁿtǐm","m̀bèː / bə̀mbèː","m̀bèː / bə̀mbèː","kpún / kún ~ kpún wə̀ tímkpə̄ / kún wə̀ tìmkpə̀lə́~kún tìmbə́lə́","kpún / kún ~ tə̀kʷúntə̄","kpéɲ / tséɲ","kə̀mβìː / bə̀mβìː","fə̀tsòm / m̀tsòm","fə́kâʔ / ḿkâʔ","kpāːn / tswān","kpān / tsʷán","àŋkʲə̀mə́ / bìŋkʲə̀mə́","àŋkʲèmə́ / bìŋkʲèmə́","kə̀ⁿdím~àⁿdím / bìⁿdím~ɪ̀ⁿdím","kə̀ⁿdǐːm / bìⁿdǐːm"
"347","song","ɪ̀jám / ɪ̀jámɛ̂~àŋjám","ɪ̀jám / mʊ̀njám","zə́mə́ / àzə́mə́","zə́mə́ / kə̀zə́mə́","ɪ̀jám / bìjám","ɪ̀jām / ájām","yím / kə̀yímtə́","yɪ́ːm / kə̀yɪ́mtə́","jə́mə̄ / tə̀jə́mə̄","jə́mə̄ / tə̀jə́mə̄","yə́mə́ / tə̀yə́mə́","yə́mə́ / tə̀yə́mə́","ndzàŋ / sə̀ndzàŋ","ndzàŋ / sə̀ndzàŋ","yə́m / yə́m","yə̄m / yə́m","ɪ̀yám / kìyámə́","ɪ́yám / kìyám~áyám","ɪ̀jám / kə̀jám~àjám","ɪ̀jám / àjám~ ɪ́jám"
"360","xylophone","ʃìŋwáŋ / mʊ̀ŋwáŋ","ʃìŋwáŋ / mʊ̀ŋwáŋ","fə̀ɲɔ̀ŋə́ / m̩̀ɲɔ̀ŋə́","fə̀ɲɔ̀ŋə́ / m̩̀ɲɔ̀ŋə́","fìⁿbʷáŋ / m̩̀bʷáŋ","fìŋwǎŋ / mʊ̀ŋwǎŋ","ndʒáŋ / bə̀ndʒáŋ","kə̀ndʒáŋ / bə̀ndʒáŋ","ⁿdʒáŋ / bə̀ⁿdʒáŋ","ⁿdʒāŋ / ⁿdʒáŋ","ⁿdʒáŋ / bə̀ⁿdʒáŋ","ⁿdʒáŋ / bə̀ⁿdʒáŋ","ndzáŋ / sə̀ndzáŋ","ɪ̀ndzáŋ / sə̀ndzáŋ","m̀mʷǎŋ / m̀mʷǎŋ","ŋʷǎŋ / ŋʷǎːŋ","ágbó / bìgbó","ágbó / bígbó","ⁿbʷáŋ / bɛ̀ⁿbʷáŋ","fɪ̀ŋwǎːŋ / mʊ̀ŋwǎːŋ"
"361","gong","ɪ̀jâŋ /ɪ̀jáŋàkì","ɪ̀yàŋ /yáŋà","fə̀ⁿgə̀m / m̀ⁿgə̀m","fə̀ⁿgə̀m / m̩̀ⁿgə̀m","ɪ̀jɔ́ŋ / kə̀jɔ̀ŋ","ɪ́jɔ́ŋ / kə́jɔ́ŋə́","fə̀gɪ̀ːm / mə̀gɪ̀ːm","fə̀ŋgèːm / mə̀ŋgèːm","fə̀ⁿgə̀mtə̀ / mə̀ⁿgə̀mtə̀","fə̀ⁿgíŋⁿgíŋ / mə̀ⁿgíŋⁿgíŋ","fə̀ⁿgə̀mtə̀ / ŋ̀ⁿgə̀mtə̀","fə̀ⁿgə̀mtə̀ / ŋ̀ⁿgə̀mtə̀","fə̀ŋgə̀m / sə̀ŋgə̀m","ŋgə̀m / sə̀ŋgə̀m","ŋgə̀ / ŋgə̀","ŋgə̀m / ŋgə̀ːm","ɪ̀yɔ̂ŋ / kìyɔ̀ŋɔ̀","ɪ̀kə̀m~ɪ̀yɔ̂ŋ / ɪ́kə́mə́~áyɔ́ŋ","ɪ̀jɔ́ŋ / kə̀jɔ̀ŋə̀","ɪ́jɔ́ŋ~ɪ̀jɔ̌ːŋ / àjɔ̀ŋ~ájɔ́ŋ~kə̀jɔ̀ŋ"
"376","cutlass","àdá~kə̀dá/ɪ̀dá~ɪ̀dábî","kə̀dá~àdá / bìdá~ìdá","fə́béːlə́ / ḿ̩béːlə́","fə́béːlə́ / ḿ̩béːlə́","kə̀dʲɛ̌~kə̀dʲá~kə̀dá / bìdʲá~bìdʲɛ́","kə̀dæ̂ / bìdæ̂","fə́běːlə̄ / mə̀mběːlə̄","fə́béːlə́ / ḿbéːlə̄","fə̀béːlə́ / mə̀mbélə́m","fə̀bɪ́lə́ / mə̀mbɪ́lə́","bī / tə̄bí","bī / tə̄bī","ífɛ̂ː / sə̀fɛ̂ː","ɪ̀fɛ̂ː / sə̀fɛ̂ː","də̌ɦ / də̌ː","də̌ː / ḿbɛ᷇ː","ʊ̀ʃʲɛ́ / múʃáːfə́","ʊ́ʃʲɛ́ / mùnʃáhá","kə̀dá~ʊ̀ʃʲɛ́ / ʊ̀ʃɛ́~ǹ̩ʃʲɛ́fə́","kə̀dá / bìdá"
"377","knife","ʃìʃá~ʃáʃî~ɪ̀ʃá/ńʃāːm̂~ńʃā","ʃīʃʲá~ɪ̀ʃʲá / mʷɪ̄nʃʲá~ɪ̀ʃʲá","fə́sôː / ḿ̩sôː","fə̀ʃɔ̀ː / ḿ̩ʃɔ́ːlə̀","ʊ̀ʃʲɛ / kòʃʲɛ́~kə̀ʃʲɛ́","ʊ̀ʃʲé / mʊ̄nʃʲéfá","ʃɪ̀ŋ / kə́ʃɪ̂ŋtə́","ʃɪ̀ŋ / kə́ʃɪ́ŋtə́","kə̀lə́fə́ / bə̀lə́fə́","kə̀lə́fə́ / bə̀lə́fə́","ʃə̀ŋ / ʃə̂ŋ","ʃə̀ŋ / ə́ʃə̂ŋ","fə̀ɲʲə᷇ / m̀ɲʲə᷇","fə̀ɲʲə᷇ː / m̀ɲʲə᷇","sə̀ŋ / sə̂ŋ","sə̀ŋ / sə́ŋ","òkómə́ / bə̀òkómə́","ʊ̀kʊ́mə́ / kíkʊ̀mə́","fìkóm / ŋ̩̀kɔ̀fə̀~fīkɔ́fə́","ʊ̀ʃʲé / àʃʲé"
"378","axe","ɪ̀tám / ɪ̀támə́kɪ̀","ɪ̀tám / kītámó~-ìtámó","tɪ́ / kə̀tɪ́ːlə́","té / kə̀téːlə́","ɪ̀tám / kə̀tám","ɪ̀tám / kə̀támnə́","tím / kə̄tímtə̂~kə̀tímtə́nə̄","tsɪ́m / kə̀tsɪ́mtə́","ti᷇ːm / tə̀ti᷇ːm","ti᷇ːm / tə̀tímkpə̄","tə́m / tə̀tə́m","tə́m / tə̀tə́m","ìfú / sə̀fú","ɪ́fʊ́ / sə̀fʊ́","tʃə́m / tʃə́m","tʃə́m / tʃə́m kō","ɪ̀tám / kítámə́","ɪ́tám / kítám","ɪ̀tám / kə̀tám","ɪ̀tám / kə̀tám"
"379","hoe","àdɔ᷇ŋ~kə́dɔ᷇ːŋ/ɪ̀dɔ́ŋmbî~ɪ́dɔ́ŋ","kə̄dɔ᷇ːŋ ~ ádɔ᷇ːŋ / bìdɔ᷇ːŋ~ìdɔ́ŋ","tsɨ̂ / kə́tsɨ̂lə̀","tsɘ̀ / kə́tə́lə̀","kə́dɔ̂ŋ/ bídɔ̂ŋ","kə̀dɔ̂ŋ/ bìdɔ̂ŋ","kpə́ŋ / kə́tsə̂ŋtə́","kpə́ŋ / kə́tsə́ŋtə́","tʃʲə̀ː / tʃʲə́","tʃʲə̀ / tʃʲə́","ʒū / ʒú","ʒũ̄ː / ʒṹ","fə̀ɣ / sə̀fə̂ːɣ","fɨ̀ɣ / sə́fɨ᷇ːɣ","ŋ̀kɔ̀m / ŋ́kɔ̂m","ŋ̀kɔ̀m / ŋ́kɔ̂ːm","àdɔ̂ŋ / bìdɔ́ŋ","ádɔ̂ŋ / bìdɔ᷇ːŋ","kə́dɔ᷇ːŋ/ bídɔ᷇ːŋ","kə́dɔ᷇ːŋ/ bídɔ᷇ːŋ"
"381","zinc","ɪ̀jín / ɪ̀jínə́kî","kə̀kxǎː~àkxǎː / bìkxǎː","kə̀káːsə́ / bə̀káːsə́","kə̀káːsə́ / bə̀káːsə́","zîŋ / bə̀zîŋ~àzîŋ","kə̀kɑ̌ː~kə̀kǎː / bìkɑ̌ː","kə̀kátə́ / bə̀kátə́","kə̀wʊ᷇ːnnə́ / bə̀wʊ᷇ːnnə́","gʷə̂lə̀ / bə̀gʷə̂lə̀","gʷə̂lə̀ / bə̀gʷə̂lə̀","ʒũ̀ə̃̀ / ʒṹə̃́ ~ bə́ʒṹə̃́","zə̂ŋ / bə̀zə̂ŋ","kə̀kás / ʊ̀ kás","ɪ̀wàʲ~kə̀wǎʲ / sə̀wáʲ~úwáɪ́","yùɛ́nnàsɛ́ / yùɛ́nnɑsɛ́","yùɛ́n~yùɛ́nnàsɛ́ː / yùɛ́n","dzîŋ / bə̀dzîŋ","zîŋ / bèzîŋbê","kə̀nə́~ànə́ / bɪ̀nə́~bɪ̀nə́ ɪ̀bʷū","kə̀mátà / bìmátà ~zîŋ / bɛ̀zîŋ"
"383","pot","ʃìsáhá~ɪ̀sáhá / ǹsáhám̄~ńsáhá","ʃīsáhá / kīsáhá~mʷɪ̀nsáhá","ⁿkò~fə̀ⁿkò / àⁿkò","ⁿkò / àⁿkò~àⁿkòlə̀~m̩̀kò","sàhàpɔ̂ / bə̀sàhàpɔ̂","ⁿtísə́ / bə̀ⁿtísə́","pʲêsə̀ / tʃʲêsə̀","pʲêsə̀ / kə́pʲêsə̀nə́","ʃʉ᷇ː~lùŋgá / tə̀ʃʉ᷇ː~bə̀lùŋgá","ʃʲø̄ / tə̄ʃʊ᷇ː","kpîː / tîː","kpîː / tsîː","tɔ̀ʲ / sə́tɔ̀ʲ","tɔ̀ɪ̀ / sə́tɔ̀ɪ̀","kpè / tʃê","kpêː / tsêː","ŋ̀kʲɛ̀hɛ̀ / bə̀ŋ̀kʲɛ̀hɛ̀","ŋ̀kɛ̀hɛ̀ / bə̀ŋ̀kɛ̀hɛ̀","sàhàpo᷇ː / bɛ̀sàhàpo᷇ː","fìnsʊ᷇ː~sàhàpɔ̂ / mʷɪ̂nsʊ᷇ː~mʷə̀nsʊ᷇ː~m̩̀sàhàpɔ̂"
"412","dish (pan)","kə̀káŋ / ɪ̄káŋbî","kə̄káŋ / bīkáŋ~ɪ̀kāŋ","kə̀káŋ / bə̀káŋ","kə̄káŋ / bə̀káŋ","kə̀káŋ / bìkáŋ","kə̀káŋ / bìkáŋ","kə̀káŋ / bə̀káŋ","kə̀káŋ / bə̀káŋ","kʷáŋ / tə̀kʷáŋ","kʷáŋ / tə̀kʷáŋ","kə̀kɛ́ː / bə̀kɛ́ː","kə̀kɛ́ / bə̀kɛ́","kə̀káŋ / ʊ̀káŋ","kə̀káŋ / ʊ̀káŋ","tɑ́sɑ̀ / tɑ́sɑ̀","tásá / tɑ́sā bóɦ","ákáŋ / bíkáŋ","ákáŋ / bíkáŋ","kə̀káŋ~àkáŋ / bìkáŋ","kə̀káŋ / bìkáŋ"
"424","book","kə̀ŋʷàtò / ɪ̀ŋŋʷàtòbî","kə̀mwàttò / bìmwàttò","kə̀ŋʷàʔàlə̀ / bə̀ŋʷàʔàlə̀","ŋʷàʔlə̀ / bə̀ŋʷàʔàlə̀~bə̀ŋʷàʔlə̀","kə̀ŋ̀wàː / bìŋ̀wàː Biya ~kə̀ŋwɛ̀tə̀ / bìŋwɛ̀tə̀ Ngun","kə̀ŋwàfílə̀ / bìŋwàfílə̀","kə̀ŋʷàːtə̀ / bə̀ŋʷàːtə̀","kə̀ŋʷàːtə̀ / bə̀ŋʷàːtə̀","kə̀ŋɔ̀ːtə̀ / bə̀ŋɔ̀ːtə̀","kə̀ŋɔ̀ːtə̀ / bə̀ŋɔ̀tə̀","kə̀ɲɔ̀ːtə̀ / bə̀ɲɔ̀ːtə̀","kə̀ŋòːtə̀ / bə̀ŋòːtə̀","kə̀mʷàʔlə̀`/ ʊ̀mʷàʔlə̀","kə̀ŋʷàʔlə̀`/ ʊ̀ŋʷàʔlə̀","mʷàtə̀ / mʷàtə̀","ŋ̀ŋʷàʔtə̀~ŋ̀ŋʷàʔàtə̀ / ŋ̀ŋʷàtə̀","àŋ̀wàtə̀ / bìŋ̀wàtə̀","àŋwàtə̀ / bìŋwàtə̀","kə̀nə̂bʷə̀nə́~kə̀ŋwɛ̀tɛ̀ / bìnə́bìbʷə̀nə́ bìŋwɛ̀tɛ̀~ɪ̀ŋwɛ̀tɛ́","kə̀ŋwàtə̀ / bìŋwàtə̀"
"426","umbrella","àbákɛ̀~kə̀bákkō/ɪ́bákkə́bî~ɪ̀bákɛ̄","kə́bákkō / bíbákō","kə̀bâʔ ~ bâʔà / bə̀bâʔ~ báʔà","kə́bâʔ / bə́bâʔ","kə̀nónɛ̀bʷɪ́kɔ̀ŋɪ̀bʷúkɛ̂~ómbrélà́/bìnónɛ́bʷɪ́kɔ̀ŋɪ̀bʷúkɛ̂~ómbrélàs","kə̀ⁿbɑ́ / bìⁿbɑ́","kə́bã̂ə̃́~kə́bâŋə́ / bə́bã́ːə̃́~bə́bâŋə́","kə́bã̂ə̃́~kə́bàŋə́ / bə́bã̂ːə̃́","fə́ⁿgófə̄ / mə́ⁿgófə̄","fə́ⁿgʊ́fə̄ / mə́ŋgʊ́fə̄","kə̀bɒ̂ː / bə̀bɒ̂ː","kə́bɒ̂ː / bə́bɒ̂ː","kə̀bâʔ / ʊ̀bâʔ","kə́bâʔ / ʊ́bâʔ","nʊ᷇ːŋdzə́ŋ / ndʒɔ᷇mdzə́ŋ","ɔ́mblɔ̌rà / ámblǎdà","ábə́lə̄ / bíbə́lə̄","ábɛ̂ː / bíbɛ᷇ː","kə̀tòɪ̄bʷū~kə̀ⁿbǎːnìbʷū/ bìtòɪ̄bʷū~bìⁿbǎːnìbʷū","kə̀ⁿbǒːɪ̄bʷū / bìⁿbǒːɪ̄bʷū"
"429","cup","ɪ̀bʷôm / ɪ̀bʷòmòkɪ̀","ɪ̀bʷòm / kìbʷòmò","fə̀ʃʲə́ː / m̩̀ʃʲə́","fə̀ʃʲéːfə́ / m̩̀ʃʲéːfə́","ɪ̀bʷóm~kɒ́p / kə̀bʷə̀mə̀~bə̀kɒ́p","ɪ̀bʷôm / kə̀bʷômmə́","dʒém / kə́dʒêmtə́","dʒʲém / kə́dʒʲémtə́","bàːsə̀ / báːsə́","bàsə̀ / básə́","bʷàm / bʲàm","bʷâm / bʲâm","wùò / sə́wùò","wùə̀ / sə̀wùə̀","bɛ̀ / bɛ̂ː","bɛ̀ / bɛ̀ː","ɪ̀bə̀m / kìbə̀mə̀","ɪ̀bə̂m / kìbàmà","ɪ́bʷóm / kə̀bʷòmə̀~àbʷòmə̀","ɪ̄bʷóm / kə̀bʷòm~kə̀bʷɔ̀m"
"430","broom","òjám~ʊ̀jám / ɪ̀jámókɪ̂","ʊ̀jám / kìjámmó","fə̀sɔ́ŋ / m̩̀sɔ́ŋ","fə̀sɔ́ŋ / m̩̀sɔ́ŋ~m̩̀sɔ́ŋnə́","ʊ̀jám / kə̀jám","ʊ̀jə́m / kə̀jə́mə́","dʒá / kə́dʒáːtə́","dʒáː / kə̀dʒátə́","gʲɛ́lə́ / tə̀gʲɛ́lə́","gɣélə́ / tə̀gɣélə́","gíà / tə́gíà","gíá / tə́gíá","sáŋàsə̀ / sə̀sáŋà","ɪ́sáŋà / sə́sáŋà","bíá / bíá","bʲá / dzá","ʊ́yə́m / ʊ́yə́mə̀sə́","ʊ́yə́m / kíyámá","ʊ̀jám / àjám","ʊ̀jə́m / ɪ̀jə́m~àjə́m"
"433","fire","ógóhʊ́~ógʊ́hʊ́~ʊ́gʊ́hʊ́/ɪ́gʊ́hʊ̀","ʊ̀gʊ́hʊ́ / kɪ̄gʊ́hʊ̀~ìgʊ́hʊ́","gʷâsə̀ / kə̀gʷâsə̀","gʷâsə̀ / kə̀gʷâsə̀","ʊ̀wɛ́hɛ́ / kə̀wɛ́hɛ́","ʊ̀wɛ́hɛ́ / ɪ̀wɛ́hɛ́","gə́sə̀ / ø","gə̂sə̀ / kə́gə̂sə̀nə̀","gbvə̄ / gbvə́","gvə̄ / tə̀gvə̄tə́","ɥîː ~ ɥɪ̂ː","ɥɪ̂ / tə́ɥɪ̂","ʊ̄wʊ᷇s / m̀wʊ᷇s","ʊ́wús~wu᷇ːsʊ̄ / wúsmə̄","gʊ̂ / gʊ᷇","gʊ̂ː / gʊ̂","ʊ́wɛ́hɛ́ / kíwɛ́hɛ́","ʊ́wɛ́hɛ́ / kìwɛ́hɛ́","ʊ̀wóhó / kʊ̀wóhó~àwóhó","ʊ̀wʊ́hʊ́ / ɪ̄wʊ́hʊ́"
"434","gun","ógóhó~ʊ̀gʊ́hʊ́/ɪ́góhó~ɪ̀gʊ́hʊ́~ɪ́góhʊ́kɪ̀","ʊ̀gʊ́hʊ́ / kɪ̄gʊ́hʊ̀~ìgʊ́hʊ́","gʷâsə̀tám / kə́gʷâsə́tám","gʷâsə̀tám / kə̀gʷâsə̀kə́tám","ʊ̀wɛ́hɛ́ / kə̀wɛ́hɛ́","ʊ̀wɛ́hɛ́ / ɪ̀wɛ́hɛ́","gə́sə̀ / kə́gə̂sə̀nə́~kə́gə́sə̀nə́","gə̂sə̀tə́mnə́ / kə́gə̂sə̀nə̀kə́tə́mnə́","gbvə́tə́mnə́ / tə̀gbvə̀tə́tə̀","gvə́ / tə̀gvə̄tə́","ɥîː / tə́ɥɪ̂","ɥɪ̂ / tə́ɥɪ̂","ʊ́wʊ́s / m̀wʊ̂s","ʊ́wu᷇s / ḿwu᷇s","gʊ̂ / gʊ̂","gʊ̂ː / gʊ̂ː kô","ʊ́wɛ́hɛ́ / kíwɛ́hɛ́","ʊ́wɛ́hɛ́ʊ̀tàmá / kíwɛ́hɛ́ʊ̀tàmá","ʊ̀wóhó / ɪ̀wʊ́hʊ́~àwʊ́hʊ́","ʊ̀wʊ́hʊ́ / ɪ̄wʊ́hʊ́"
"443","trap","kə̀tám / ɪ̀támbî","kə̀tám / bìtám","fə̀ⁿdzâŋ / m̩̀ⁿdzâŋ","fə̀ⁿdzâŋ / ḿ̩ⁿdza᷇ːŋ","kə̀ntám / bìntám","kə̀ntám / bìntám","wə́n / kə̀wə́ntə́","wə́n / kə̀wə́ntə́nə́","gɑ̂ː / bə́gɑ̂ː","gɑ̂ː / bə́gɑ̂ː","kə̀kɛ́ / bə̀kɛ́","tʲàːmə́ / tʲáːmə̀","kə̀tám / ʊ̀tám","tsáʔ / sə́tsáʔ","ǹtʷǒm / ǹtʷǒm","tʃú / tʃū bɒ᷇ɦ","ʊ́bá / kíbálə́","átám / bítám","ɪ̄sʊ́ŋ / bìsʊ́ŋ","kə̀ⁿtám / bìⁿtám"
"517","bag","ʊ̀bè~òbèː /àbèːbʷɪ̂~àbè","ʊ̀bè / bìbè","kə̀bàː / bə̀bàː","kə̀bàː / bə̀bà","kə̀bɛ̀ː / bìbɛ̀ː","kə̀bᴂ̀ / bìbᴂ̀","bʷà / kə́bâtə́","bə̀à / kə́bə́àtə́","bɛ̀ː / bɛ́","bɛ̀ː / bɛ́ː","bɛ̀ː / bə̀bɛ̀ː","bɛ̀ː / bə́bɛ̂ ~ bə́bâː","kə̀mbɘ̀ːɣ / ʊ̀mbɘ̀ːɣ","kə̀mbə̀ːh / ʊ́mbə̀ːh","bòː / bòː","bòɦ / bòɦː","àbàː / bìbà","àbà / bìbà","kə̀ⁿděː ~ àⁿdɛ̌ː / bìⁿděː~ɪ̀ⁿdɪ̌ː","kə̀ⁿdɪ̌ː / bìⁿdɪ̌ː"
"519","basket","ʃìka᷇ː~ɪ̀kà / ḿka᷇ːm̄~ḿkâː","ʃíkxàâ / mʷɪ́ŋkxàâ","kʲá ~ kʲà/ kʲàlə́~kə̀kʲálə́","sɔ̄ / kə́sɔ́ːlə́","kə̀ŋkɛ̌ː / kìŋkɛ̌ː","kə̀ŋkxᴂ̂ / kìŋkxᴂ̂","kàː / kə́kâːtə́","kàː / kə́káːtə́","kə̀ŋkxɛ̀ːn / bə̀ŋkxɛ̀ːn","kə̀ŋkxɛ̀ŋ / bə̀ŋkxɛ̀ŋ","kʲàː / kʲâː","kʲà / kʲâ","kə̀kxə̀ː / ʊ̀kxə̀ː","kə̀kxə̀ / ʊ̀kxə̀ː","kʲà / kʲâ","kʲà / kʲâː","ɪ́kɛ̂ / kíkáːlə́","ɪ̀kɛ̀ / mʊ̀káhā","kə̀ⁿkɛ̌ː / bìⁿkɛ̌ː~ɪ̀ⁿkɛ̌ː","kə̀ⁿkɛ̀~fìⁿkɛ̌ː / mʊ̀ⁿkɛ̌ː~mùⁿkɛ̌ː"
"521","headpad","ɪ̄kǎn / ɪ̄kánə̀kî","ɪ̀kxán / kìkxánnō","kàːlə́ / kə̀kàːlə́","kàːlə́ / kə́káːlə́","ìkǎn / kə́kánnə̄","ɪ̀kán / kə̀káná~kə̀kánə́","tsǎːn / kə̀tsáːn","tsǎːn / kə̀tsáːntə́","kə̀ntsân / bə̀ntsân","kə̀ntsân / bə̀ntsân","kə̀ntsâɲ / bə̀ntsâɲ","kə̀ntsâɲ / bə̀ntsâɲ","ìkxə́ / sə̀kxə́","ìkxə́ / sə̀kxə́","ǹtsɛ̀ / ǹtsɛ̀","ǹtsɛ̀ː / ǹtsɛ̂ː","ɪ̀kán / kìkánə̄","ɪ̀kán / kíkánə̄","ìkán / kə̀kánə̄","ìkán / kə̄kánə̄"
"525","sieve","tʃə̀kə̀lì / àtʃə̀kə̀lɪ̀bʷî","tʃə̀kə̀lè / bìtʃə̀kə̀lè","kə̀ʃə̀ʔ / bə̀ʃə̀ʔ","kə̀ʃə̀ʔ / bə̀ʃə̀ʔ","kə̀tʃákə́~tʃə̀kə̀lì / bìtʃákə́~bàtʃàkə̀lɪ̀","kə̀nʊ́kə̀tʃákə́tə́ / bìnʊ́bìtʃákə́tə́","tʃə̀kə̀lə̀ / bə̀tʃə̀kə̀lə̀","tʃə̀kə̀lə̀ / bə̀tʃə̀kə̀lə̀","tʃə̀ːk / tʃə̀kkə̀lə̀","tʃékə̀lə̀~tʃə̀kə̀lə̀ / bə̀tʃə̀kə̀lə̀","tʃàkàlà / bə̀tʃàkàlà","tʃàkàlà / bə̀tʃàkàlà","kə́sêʔ / ʊ́sêʔ","kə̀sèʔ / ʊ̀sèʔ","tʃə̀kə̀lə̀ / tʃə̀kə̀lə̀","tʃə̀kə̀lə̀ / ǹtsàɲám~ǹtsàbʷɪ́ːn","tʃàkə̀lɪ̀ / bə̀tʃàkə̀lɪ̀","tʃàkèlè / bètʃàkèlè","tʃàkə̀lɪ̀ / bɛ̀tʃàkə̀lɪ̀~bàtʃàkə̀lɪ̀","tʃàkə̀lɪ̀ / bə̀tʃàkə̀lɪ̀"
"535","rope","ōgbé~ʊ́gbé / ɪ̀gbêː","ʊ́gbé / kìgbé~ìgbé","kʷə̀lə̀ / kʷə́lə́","kʷə̂lə̀ /kə̀kʷə́lə́","ʊ́gbɛ́ / kə̀gbɛ́","ʊ̀gbə́ / ìgbə́","bîː / kə́dʒɪ̂ːtə́~dʒɪ̂ː","bîː / kə́dʒɪ᷇ːtə̄","kʷə̀ / kʷə́","kʷə̀ / kʷə́","kʷù / kʷû","kfù / zîː","kʊ̂l / sə́kʊ̀l","kʊ̀l / sə́kʊ̀l","gbɪ̂ / dzɪ̂","gbɪ̂ː / dzɪ̂ː","ʊ́gbɛ́ / kígbɛ́lə́","ʊ́gbɛ́ / ɪ́gbɛ́","ʊ̀gbɛ́ / kə̀gbɛ́~àgbɛ́","ʊ̀gbɛ́ / ɪ̀gbɛ́"
"568","ladder","òkó~òkʷó / ɪ̀kʷówɛ̀","ʊ̀kʷó / ɪ̄kʷó","kʷə́nə́ / kə̀kʷə́nə́","kʷə́nə́ / kə́kʷə́nə́","ʊ̀kɔ́n / kə̀kɔ́n","ʊ̀kʷə́n / ɪ̀kʷə́n","kó / kə̀kóːtə́","kō / kə̀ko᷇ːtə̄","ko᷇ː / tə̀ko᷇ː","ko᷇ː / tə̀ko᷇ː","kə̀ntɛ́ː / bə̀ntɛ́ː","kə̀ntɛ́ː / bə̀ntɛ́","ʊ́kɔ́ʔ / m̀kɔ́ʔ","ʊ́kɔ́ʔ / ḿkɔ́ʔ","kʷɛ̄n / kʷɛ̄n","kʷɛ̄n / kʷɛ́n","ʊ́kó / kìkɔ̀ːlə́","ʊ́kɔ́ / ɪ́kɔ́","ʊ̀kʷɛ́n / bìʊ̀kʷɛ́n~àkʷɛ́n","ʊ̀kʷɛ́n / kə̀kʷə́n~ɪ̀kʷə́n"
"574","chair","kə̀mgbó / ɪ̀mgbóbî","ŋkàlò / bʷɪ̀ŋkàlò","kə̀ⁿkʲâŋ / bə̀ⁿkʲâŋ","kə̀ⁿkʲâŋ / bə̀ⁿkʲâŋ","m̀kpàː / bə̀mkpàː~bàmkpàː","mkpàlə̀ / bə̀mkpàlə̀","ŋ̀kxə̂nə̀ / bə̀ŋkxə̂nə̀","kə̀mkpôkə̀ / bə̀mkpôkpə̀","kê / bə̀kê","kə̀kɪ̂~kə̀kê / bə̀kɪ̂","kə́gə́ŋə̄ / bə́gə́ŋə̄","kə̄kə̂ / bə̀kə̂","kə́kóʲ / ḿkóʲ","kə̀kóʲ / m̀kóʲ","m̀kpɒ̌ŋ / m̀kpɒ̌ŋ","ŋ̀kɛ̀ːɦ / ŋ̀kɛ̂ːɦ","m̀kpàlə̀ / bə̀mkpàlə̀","m̀kpàː / bìmkpàlə̀","ⁿkpǎː / bɛ̀ⁿkpǎː~àⁿkpǎː","ⁿkpǎː / bə̀ⁿkpǎː"
"575","fence","ɪ̀kàfò / ɪ̀káfókɪ̂","ɪ̀kàfò / kìkáfō","ⁿbɛ̀lə̀ / àⁿbɛ̀lə̀","ⁿbɛ̀lə̀ / àⁿbɛ̀ːlə̀","ɪ̀kàfə̀ / kə̀káfə̀","ɪ̀kə̀fə̀~ɪ̀kàfə̀ / kə̀kə̀fə̀","mbàːn / bə̀mbàːn","mbàːn / bə̀mbàːn","ⁿbɛ̀n / bə̀ⁿbɛ̀n","ⁿbɛ̀n / bə̀ⁿbɛ̀n","ⁿbàɲ / bə̀ⁿbàɲ","ⁿbàɲ / bə̀ⁿbàɲ","mbàʲ / sə̀mbàʲ","mbàʲ / sə̀mbàʲ","mbàɲ / mbâɲ","mbàɦn / mbâɦn","ɪ̀kə̀fə̀ / kìkə́fə́","ɪ̀kə̀fə̀ / bíkə́fə̄ ~ kíkə́fə́","ɪ̀kàfə̀ / kə̀káfə̄~àkáfə̄","(ⁿbàːn / bə̀ⁿbàːn) ~ ɪ̀kàfə̀/kə̀káfə̀"
